bil,peringkatSekolah,ppd,kodSekolah,namaSekolah,alamatSurat,poskodSurat,bandarSurat,negeri,noTelefon,noFax,formattedAddress,latitude,longitude,neighborhood,establishment,administrativeLevels,administrativeLevelsShort,streetName,city,country,countryCode,zipcode,provider,streetNumber
1371,Rendah,PPD GOMBAK,BBA7240,SK TAMAN PRIMA SELAYANG,"OFF JALAN MELATI 7, TAMAN SRI MELATI",68100,BATU CAVES,SELANGOR,361389329,361375095,"Jalan Melati 7, Taman Seri Melati, 68100 Batu Caves, Selangor, Malaysia",3.2424882,101.6555235,Taman Seri Melati,,Selangor,Selangor,Jalan Melati 7,Batu Caves,Malaysia,MY,68100,google,
1373,Rendah,PPD GOMBAK,BBA7242,SK TASIK PUTERI 2,BANDAR TASIK PUTERI,48000,RAWANG,SELANGOR,360342595,360342726,"Jln Bandar Tasik Puteri, Bandar Tasik Puteri, 48000 Rawang, Selangor, Malaysia",3.2908983,101.4961718,Bandar Tasik Puteri,,Selangor,Selangor,Jalan Bandar Tasik Puteri,Rawang,Malaysia,MY,48000,google,
1369,Rendah,PPD GOMBAK,BBA7238,SK BANDAR TASIK PUTERI,BANDAR TASIK PUTERI,48000,RAWANG,SELANGOR,360342978,360344059,"Jln Bandar Tasik Puteri, Bandar Tasik Puteri, 48000 Rawang, Selangor, Malaysia",3.2908983,101.4961718,Bandar Tasik Puteri,,Selangor,Selangor,Jalan Bandar Tasik Puteri,Rawang,Malaysia,MY,48000,google,
1379,Rendah,PPD PETALING PERDANA,BBA8105,SK SEKSYEN 24,JALAN PETOLA 24/8 SEKSYEN 24,40300,SHAH ALAM,SELANGOR,355418623,355482017,"Jalan Petola 24/8, Seksyen 24, 40300 Shah Alam, Selangor, Malaysia",3.0402563,101.5179917,Seksyen 24,,Selangor,Selangor,Jalan Petola 24/8,Shah Alam,Malaysia,MY,40300,google,
1378,Rendah,PPD PETALING PERDANA,BBA8104,SK SS 19 SUBANG JAYA,"JLN SS 19/6, SUBANG JAYA",47500,SUBANG JAYA,SELANGOR,356335487,356377969,"Jalan SS 19/6, Subang Jaya, Selangor, Malaysia",3.0653723,101.5767964,,,Selangor,Selangor,Jalan SS 19/6,Subang Jaya,Malaysia,MY,,google,
1380,Rendah,PPD PETALING UTAMA,BBA8106,SK TAMAN MEGAH,JALAN SS 26/2,47301,PETALING JAYA,SELANGOR,378034727,378042823,"Jalan SS 26/2, 47301 Petaling Jaya, Selangor, Malaysia",3.1150593,101.6053026,,,Selangor,Selangor,Jalan SS 26/2,Petaling Jaya,Malaysia,MY,47301,google,
1372,Rendah,PPD GOMBAK,BBA7241,SK BANDAR BARU SELAYANG (2),"PERSIARAN 2, FASA 1C, BANDAR BARU SELAYANG",68100,BATU CAVES,SELANGOR,361374800,361379700,"Persiaran 2, Baru Selayang, 68100 Batu Caves, Selangor, Malaysia",3.260063,101.661907,Baru Selayang,,Selangor,Selangor,Persiaran 2,Batu Caves,Malaysia,MY,68100,google,
1375,Rendah,PPD PETALING UTAMA,BBA8101,SK TAMAN DATO HARUN (2),"KM12, TAMAN DATO' HARUN, JALAN KLANG LAMA",46000,PETALING JAYA,SELANGOR,377815626,377855626,"KM, 12, Jalan Klang Lama, 46000 Petaling Jaya, Selangor, Malaysia",3.0778594,101.6360751,,,Selangor,Selangor,Jalan Klang Lama,Petaling Jaya,Malaysia,MY,46000,google,12
1384,Rendah,PPD PETALING PERDANA,BBA8204,SK PUCHONG,JALAN MASJID BATU 14,47100,PUCHONG,SELANGOR,380611885,380611885,"14, Jalan Masjid, Taman Sri Puchong Batu 14, 47100 Puchong, Selangor, Malaysia",2.9944332,101.6246867,Taman Sri Puchong Batu 14,,Selangor,Selangor,Jalan Masjid,Puchong,Malaysia,MY,47100,google,14
1383,Rendah,PPD PETALING PERDANA,BBA8203,SK PADANG JAWA,"JALAN PADANG JAWA,PADANG JAWA",40200,SHAH ALAM,SELANGOR,355196078,355106044,"Jalan Padang Jawa, Shah Alam, Selangor, Malaysia",3.0544359,101.4907999,,,Selangor,Selangor,Jalan Padang Jawa,Shah Alam,Malaysia,MY,,google,
1382,Rendah,PPD PETALING PERDANA,BBA8202,SK SUBANG,JALAN MERBAU KG. MELAYU SUBANG,40150,SHAH ALAM,SELANGOR,378464845,378474624,"Jalan Merbau, Kampung Melayu Subang, 40150 Shah Alam, Selangor, Malaysia",3.1546034,101.5329225,Kampung Melayu Subang,,Selangor,Selangor,Jalan Merbau,Shah Alam,Malaysia,MY,40150,google,
1385,Rendah,PPD PETALING PERDANA,BBA8205,SK SERDANG,P.POS U.P.M SERDANG,43400,SERDANG,SELANGOR,389486582,389486582,"Universiti Putra Malaysia, Jalan Universiti 1, 43400 Serdang, Selangor, Malaysia",2.9976692,101.7069075,,Universiti Putra Malaysia,Selangor,Selangor,Jalan Universiti 1,Serdang,Malaysia,MY,43400,google,
1381,Rendah,PPD PETALING UTAMA,BBA8201,SK PETALING JAYA,"LORONG MASJID I (3/69-I),",46000,PETALING JAYA,SELANGOR,377828051,377830051,"Jalan Masjid 3/69, Seksyen 3, 46000 Petaling Jaya, Selangor, Malaysia",3.0907513,101.6493995,Seksyen 3,,Selangor,Selangor,Jalan Masjid 3/69,Petaling Jaya,Malaysia,MY,46000,google,
1386,Rendah,PPD PETALING UTAMA,BBA8206,SK BUKIT LANJAN,BANDAR DAMANSARA PERDANA,47820,PETALING JAYA,SELANGOR,377102055,377102066,"Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",3.1694233,101.6086725,Damansara Perdana,,Selangor,Selangor,,Petaling Jaya,Malaysia,MY,47820,google,
1387,Rendah,PPD GOMBAK,BBA8207,SK MERBAU SEMPAK,MERBAU SEMPAK,40160,SHAH ALAM,SELANGOR,360383050,360383896,"Kampung Merbau Sempak, Shah Alam, Selangor, Malaysia",3.214859,101.5146821,Kampung Merbau Sempak,,Selangor,Selangor,,Shah Alam,Malaysia,MY,,google,
1390,Rendah,PPD PETALING UTAMA,BBA8210,SK TAMAN DATO' HARUN (SATU),"KM. 12, JALAN KLANG LAMA,",46000,PETALING JAYA,SELANGOR,377824690,377829719,"KM, 12, Jalan Klang Lama, 46000 Petaling Jaya, Selangor, Malaysia",3.0778594,101.6360751,,,Selangor,Selangor,Jalan Klang Lama,Petaling Jaya,Malaysia,MY,46000,google,12
1388,Rendah,PPD PETALING UTAMA,BBA8208,SK DAMANSARA UTAMA,JALAN SS 21/50,47400,PETALING JAYA,SELANGOR,377282080,377279942,"Jalan SS 21/50, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",3.1397609,101.6222137,Damansara Utama,,Selangor,Selangor,Jalan SS 21/50,Petaling Jaya,Malaysia,MY,47400,google,
1391,Rendah,PPD PETALING UTAMA,BBA8211,SK KELANA JAYA (1),"JALAN SS5/2, KELANA JAYA ,",47301,PETALING JAYA,SELANGOR,378752379,378771067,"119, Jalan SS 5d/2, Ss 5, 47301 Petaling Jaya, Selangor, Malaysia",3.1069275,101.6013359,Ss 5,,Selangor,Selangor,Jalan SS 5d/2,Petaling Jaya,Malaysia,MY,47301,google,119
1392,Rendah,PPD PETALING PERDANA,BBA8212,SK SUBANG JAYA,JLN SS 14/5,47500,SUBANG JAYA,SELANGOR,356339234,356339235,"Jalan SS 14/5, Ss 14, 47500 Subang Jaya, Selangor, Malaysia",3.0687783,101.5875621,Ss 14,,Selangor,Selangor,Jalan SS 14/5,Subang Jaya,Malaysia,MY,47500,google,
1394,Rendah,PPD PETALING UTAMA,BBA8214,SK TAMAN SEA,JALAN SS 2/95,47300,PETALING JAYA,SELANGOR,378744527,378778528,"Jalan SS 2/95, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",3.1242868,101.6243388,SS 2,,Selangor,Selangor,Jalan SS 2/95,Petaling Jaya,Malaysia,MY,47300,google,
1393,Rendah,PPD PETALING PERDANA,BBA8213,SK RAJA MUDA (INTEG),SEKSYEN 4,40000,SHAH ALAM,SELANGOR,355195148,355198726,"Seksyen 4, 40000 Shah Alam, Selangor, Malaysia",3.078375,101.5124198,Seksyen 4,,Selangor,Selangor,,Shah Alam,Malaysia,MY,40000,google,
1389,Rendah,PPD PETALING UTAMA,BBA8209,SK SRI DAMAI,"JALAN 17/13, SEKSYEN17",46400,PETALING JAYA,SELANGOR,379568543,379568543,"Jalan 17/13, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",3.1236074,101.6340959,Seksyen 17,,Selangor,Selangor,Jalan 17/13,Petaling Jaya,Malaysia,MY,46400,google,
1403,Rendah,PPD PETALING PERDANA,BBA8223,SK HICOM,"JALAN KAJANG 27/10, SEKSYEN 27",40400,SHAH ALAM,SELANGOR,351915175,351915175,"Jalan Kajang 27/1, Taman Bunga Negara, 40400 Shah Alam, Selangor, Malaysia",3.0248745,101.569564,Taman Bunga Negara,,Selangor,Selangor,Jalan Kajang 27/1,Shah Alam,Malaysia,MY,40400,google,
1396,Rendah,PPD PETALING PERDANA,BBA8216,SK SEKSYEN ENAM,JALAN BELIBIS 6/5 SEKSYEN 6,40000,SHAH ALAM,SELANGOR,355101123,355198480,"Jalan Belibis 6/5, Seksyen 6, 40000 Shah Alam, Selangor, Malaysia",3.0855705,101.5109412,Seksyen 6,,Selangor,Selangor,Jalan Belibis 6/5,Shah Alam,Malaysia,MY,40000,google,
1404,Rendah,PPD PETALING PERDANA,BBA8224,SK SEKSYEN 18,JALAN CUCUR 18/13 SHAH ALAM,40200,SHAH ALAM,SELANGOR,355422512,355422512,"Jalan Cucur 18/13, Seksyen 18, 40200 Shah Alam, Selangor, Malaysia",3.0488517,101.520927,Seksyen 18,,Selangor,Selangor,Jalan Cucur 18/13,Shah Alam,Malaysia,MY,40200,google,
1395,Rendah,PPD PETALING UTAMA,BBA8215,SK DAMANSARA JAYA (1),"JALAN SS 22/48, DAMANSARA JAYA",47400,PETALING JAYA,SELANGOR,377288770,377288770,"Jalan SS 22/48, 47400 Petaling Jaya, Selangor, Malaysia",3.1257654,101.6170457,,,Selangor,Selangor,Jalan SS 22/48,Petaling Jaya,Malaysia,MY,47400,google,
1405,Rendah,PPD PETALING PERDANA,BBA8225,SK SEKSYEN 20,JALAN RAMA-RAMA 20/2,40300,SHAH ALAM,SELANGOR,355431675,355431679,"Jalan Rama-rama 20/2, Seksyen 20, 40300 Shah Alam, Selangor, Malaysia",3.0546592,101.5416741,Seksyen 20,,Selangor,Selangor,Jalan Rama-rama 20/2,Shah Alam,Malaysia,MY,40300,google,
1397,Rendah,PPD PETALING PERDANA,BBA8217,SK SRI SUBANG JAYA,JALAN SS 14/8,47500,SUBANG JAYA,SELANGOR,356336734,356218500,"8, Jalan SS 14, Ss 14, 47500 Subang Jaya, Selangor, Malaysia",3.0720115,101.5893178,Ss 14,,Selangor,Selangor,Jalan SS 14,Subang Jaya,Malaysia,MY,47500,google,8
1401,Rendah,PPD PETALING UTAMA,BBA8221,SK SRI KELANA,JALAN SS 5B/3 PETALING JAYA,47301,PETALING JAYA,SELANGOR,378768604,378770943,"3, Jalan SS 5b/4, Kelana Jaya, 47301 Petaling Jaya, Selangor, Malaysia",3.1005307,101.6061433,Kelana Jaya,,Selangor,Selangor,Jalan SS 5b/4,Petaling Jaya,Malaysia,MY,47301,google,3
1400,Rendah,PPD PETALING UTAMA,BBA8220,SK TAMAN MEDAN,"KM. 12, JALAN KLANG LAMA",46000,PETALING JAYA,SELANGOR,377827833,377810750,"KM, 12, Jalan Klang Lama, 46000 Petaling Jaya, Selangor, Malaysia",3.0778594,101.6360751,,,Selangor,Selangor,Jalan Klang Lama,Petaling Jaya,Malaysia,MY,46000,google,12
1402,Rendah,PPD PETALING PERDANA,BBA8222,SK SEKSYEN 19,"JALAN PETANI,19/1",40300,SHAH ALAM,SELANGOR,355415611,355487361,"Jalan Petani 19/1, Seksyen 19, 40300 Shah Alam, Selangor, Malaysia",3.0516175,101.5285941,Seksyen 19,,Selangor,Selangor,Jalan Petani 19/1,Shah Alam,Malaysia,MY,40300,google,
1399,Rendah,PPD PETALING PERDANA,BBA8219,SK SEKSYEN 17 SHAH ALAM,"JALAN JELAWAT 17/1, SEKSYEN 17",40200,SHAH ALAM,SELANGOR,355198380,355483370,"Jalan Jelawat 17/1, Seksyen 17, 40200 Shah Alam, Selangor, Malaysia",3.0449348,101.5027644,Seksyen 17,,Selangor,Selangor,Jalan Jelawat 17/1,Shah Alam,Malaysia,MY,40200,google,
1398,Rendah,PPD PETALING PERDANA,BBA8218,SK SRI SERDANG,TAMAN SRI SERDANG,43300,SERI KEMBANGAN,SELANGOR,389486413,389486413,"Taman Sri Serdang, 43400 Seri Kembangan, Selangor, Malaysia",3.010715,101.715534,Taman Sri Serdang,,Selangor,Selangor,,Seri Kembangan,Malaysia,MY,43400,google,
1407,Rendah,PPD PETALING PERDANA,BBA8227,SK SEAFIELD,JALAN USJ 6/3,47610,SUBANG JAYA,SELANGOR,380243660,380230581,"Jalan USJ 6/3, Usj 6, 47610 Subang Jaya, Selangor, Malaysia",3.0557058,101.5877512,Usj 6,,Selangor,Selangor,Jalan USJ 6/3,Subang Jaya,Malaysia,MY,47610,google,
1406,Rendah,PPD GOMBAK,BBA8226,SK BANDAR BARU SUNGAI BULOH,BANDAR BARU SUNGAI BULOH,47000,SUNGAI BULOH,SELANGOR,361568482,361403855,"Bandar Baru Sungai Buloh, 47000 Sungai Buloh, Selangor, Malaysia",3.211588,101.5696559,Bandar Baru Sungai Buloh,,Selangor,Selangor,,Sungai Buloh,Malaysia,MY,47000,google,
1409,Rendah,PPD PETALING PERDANA,BBA8229,SK PUCHONG JAYA,"JALAN MERAK, BANDAR PUCHONG JAYA",47170,PUCHONG,SELANGOR,380757734,380757734,"Jalan Merak, Bandar Puchong Jaya, 47100 Puchong, Selangor, Malaysia",3.0552163,101.6232579,Bandar Puchong Jaya,,Selangor,Selangor,Jalan Merak,Puchong,Malaysia,MY,47100,google,
1416,Rendah,PPD PETALING UTAMA,BBA8236,SEKOLAH KEBANGSAAN SEKSYEN 7 KOTA DAMANSARA,"SEKSYEN 7, KOTA DAMANSARA",47810,PETALING JAYA,SELANGOR,361571273,361576901,"Seksyen 7 Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",3.171135,101.5751941,Seksyen 7 Kota Damansara,,Selangor,Selangor,,Petaling Jaya,Malaysia,MY,47810,google,
1408,Rendah,PPD PETALING PERDANA,BBA8228,SK TAMAN UNIVERSITI,JALAN INDAH 1 TAMAN UNIVERSITI INDAH,43300,SERI KEMBANGAN,SELANGOR,389431575,389427597,"Jalan Indah 1, Taman Universiti Indah, 43300 Seri Kembangan, Selangor, Malaysia",3.008818,101.689415,Taman Universiti Indah,,Selangor,Selangor,Jalan Indah 1,Seri Kembangan,Malaysia,MY,43300,google,
1417,Rendah,PPD PETALING PERDANA,BBA8237,SK SERI SELANGOR,"JALAN USJ 4/2,  UEP SUBANG JAYA",47600,SUBANG JAYA,SELANGOR,356319100,356360240,"Jalan USJ 4/2, Usj 4, 47600 Subang Jaya, Selangor, Malaysia",3.0564289,101.5757241,Usj 4,,Selangor,Selangor,Jalan USJ 4/2,Subang Jaya,Malaysia,MY,47600,google,
1418,Rendah,PPD PETALING PERDANA,BBA8238,SK BANDAR ANGGERIK,"JALAN NURI 6/1, SEKSYEN 6",40000,SHAH ALAM,SELANGOR,355125482,355119015,"Jalan Nuri 6/1, Seksyen 6, 40000 Shah Alam, Selangor, Malaysia",3.0833769,101.5072241,Seksyen 6,,Selangor,Selangor,Jalan Nuri 6/1,Shah Alam,Malaysia,MY,40000,google,
1410,Rendah,PPD PETALING PERDANA,BBA8230,SK TAMAN ALAM MEGAH,"PERSIARAN  HULU LANGAT, SEKSYEN 28",40400,SHAH ALAM,SELANGOR,351910745,351923295,"Persiaran Hulu Langat, Taman Bunga Negara, 40400 Shah Alam, Selangor, Malaysia",3.0117564,101.5644503,Taman Bunga Negara,,Selangor,Selangor,Persiaran Hulu Langat,Shah Alam,Malaysia,MY,40400,google,
1419,Rendah,PPD PETALING PERDANA,BBA8239,SK BUKIT KUCHAI,"JALAN 17, TAMAN BUKIT KUCHAI",47100,PUCHONG,SELANGOR,380763780,380763780,"47100, Selangor, Malaysia",2.9851816,101.6271544,,,Selangor,Selangor,,,Malaysia,MY,47100,google,
1420,Rendah,PPD PETALING PERDANA,BBA8240,SK TAMAN TUN DR ISMAIL JAYA,JALAN TUDM SUBANG,40150,SHAH ALAM,SELANGOR,378468835,378469712,"Jalan Tudm, 40150 Shah Alam, Selangor, Malaysia",3.1325016,101.5443142,,,Selangor,Selangor,Jalan Tudm,Shah Alam,Malaysia,MY,40150,google,
1411,Rendah,PPD PETALING PERDANA,BBA8231,SK TAMAN SRI MUDA 2,"JALAN CERMAT 25/36, TAMAN SRI MUDA",40400,SHAH ALAM,SELANGOR,351218522,351218523,"Jalan Cermat 25/36, Taman Sri Muda, 40400 Shah Alam, Selangor, Malaysia",3.034542,101.5372472,Taman Sri Muda,,Selangor,Selangor,Jalan Cermat 25/36,Shah Alam,Malaysia,MY,40400,google,
1412,Rendah,PPD PETALING PERDANA,BBA8232,SK PERDANA JAYA SS19,JALAN SS 19/1,47500,SUBANG JAYA,SELANGOR,356365106,356214303,"Jalan SS 19/1, 47500 Subang Jaya, Selangor, Malaysia",3.0786542,101.5763584,,,Selangor,Selangor,Jalan SS 19/1,Subang Jaya,Malaysia,MY,47500,google,
1421,Rendah,PPD PETALING UTAMA,BBA8241,SK BANDAR BARU SRI DAMANSARA,PERSIARAN MAHOGANI,52200,KEPONG,SELANGOR,362744135,362744135,"Persiaran Mahogani, Bandar Sri Damansara, 52200 Kuala Lumpur, Selangor, Malaysia",3.207135,101.6239875,Bandar Sri Damansara,,Selangor,Selangor,Persiaran Mahogani,Kuala Lumpur,Malaysia,MY,52200,google,
1414,Rendah,PPD PETALING PERDANA,BBA8234,SK BANDAR SUNWAY,JALAN PJS 7/15,46150,PETALING JAYA,SELANGOR,356369260,356357134,"Jalan PJS 7/15, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia",3.0685477,101.6167005,Bandar Sunway,,Selangor,Selangor,Jalan PJS 7/15,Petaling Jaya,Malaysia,MY,47500,google,
1422,Rendah,PPD PETALING PERDANA,BBA8242,SK ALAM MEGAH DUA,"PERSIARAN KUALA LANGAT, SEKSYEN 27,",40400,SHAH ALAM,SELANGOR,351926879,351911671,"Persiaran Kuala Langat, 40400 Shah Alam, Selangor, Malaysia",3.0159738,101.5689504,,,Selangor,Selangor,Persiaran Kuala Langat,Shah Alam,Malaysia,MY,40400,google,
1415,Rendah,PPD PETALING PERDANA,BBA8235,SK PUCHONG PERDANA,"JALAN PERDANA 4/2, TAMAN PUCHONG PERDANA",47150,PUCHONG,SELANGOR,380618001,380619550,"47150 Puchong, Selangor, Malaysia",2.9843047,101.5944486,,,Selangor,Selangor,,Puchong,Malaysia,MY,47150,google,
1413,Rendah,PPD PETALING PERDANA,BBA8233,SK TUDM SUBANG,"JALAN BENDAHARA, PANGKALAN UDARA SUBANG",40150,SHAH ALAM,SELANGOR,378473160,378472035,"Jalan Bendahara, Seksyen U7 Tentera Udara Diraja Malaysia Subang, 40150 Shah Alam, Selangor, Malaysia",3.118928,101.5402349,Seksyen U7 Tentera Udara Diraja Malaysia Subang,,Selangor,Selangor,Jalan Bendahara,Shah Alam,Malaysia,MY,40150,google,
1423,Rendah,PPD PETALING PERDANA,BBA8243,SK SEAFIELD 3,PERSIARAN KEWAJIPAN USJ 8/2A,47610,SUBANG JAYA,SELANGOR,356387437,356377437,"Persiaran Kewajipan, Usj 8, 47610 Subang Jaya, Selangor, Malaysia",3.0450438,101.5883868,Usj 8,,Selangor,Selangor,Persiaran Kewajipan,Subang Jaya,Malaysia,MY,47610,google,
1424,Rendah,PPD PETALING UTAMA,BBA8244,SK BANDAR UTAMA DAMANSARA,"LEBUH BANDAR UTAMA ,BANDAR UTAMA",47800,PETALING JAYA,SELANGOR,377277526,377221466,"Lebuh Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",3.137463,101.609062,,,Selangor,Selangor,Lebuh Bandar Utama,Petaling Jaya,Malaysia,MY,47800,google,
1425,Rendah,PPD PETALING PERDANA,BBA8245,SK PENDIDIKAN KHAS SELANGOR,JLN PINANG RAJA 18/2  SEKSYEN 18,40200,SHAH ALAM,SELANGOR,355420620,355420621,"Jalan Pinang Raja 18/2, Seksyen 18, 40200 Shah Alam, Selangor, Malaysia",3.0475626,101.5161569,Seksyen 18,,Selangor,Selangor,Jalan Pinang Raja 18/2,Shah Alam,Malaysia,MY,40200,google,
1426,Rendah,PPD PETALING PERDANA,BBA8246,"SK SEKSYEN 9, SHAH ALAM",JLN. TENGKU AMPUAN RAHIMAH 9/20,40100,SHAH ALAM,SELANGOR,355129941,355132375,"Jalan Tengku Ampuan Rahimah 9/20, 40100 Shah Alam, Selangor, Malaysia",3.0871921,101.5230687,,,Selangor,Selangor,Jalan Tengku Ampuan Rahimah 9/20,Shah Alam,Malaysia,MY,40100,google,
1427,Rendah,PPD PETALING PERDANA,BBA8247,SK USJ 2,JALAN USJ 2/3,47600,SUBANG JAYA,SELANGOR,356389741,356310300,"Jalan USJ 2/3, Usj 2, 47600 Subang Jaya, Selangor, Malaysia",3.0627951,101.5858253,Usj 2,,Selangor,Selangor,Jalan USJ 2/3,Subang Jaya,Malaysia,MY,47600,google,
1428,Rendah,PPD PETALING UTAMA,BBA8248,SK BANDAR UTAMA DAMANSARA 2,"NO. 2 PINTASAN BANDAR UTAMA, BANDAR UTAMA DAMANSARA",47800,PETALING JAYA,SELANGOR,377223126,377223129,"2, Jalan BU 1/1, Bandar Utama, 47400 Petaling Jaya, Selangor, Malaysia",3.14096,101.61439,Bandar Utama,,Selangor,Selangor,Jalan BU 1/1,Petaling Jaya,Malaysia,MY,47400,google,2
1429,Rendah,PPD PETALING PERDANA,BBA8249,SK PUCHONG UTAMA,JLN PU 12/1 TMN.PUCHONG UTAMA,47100,PUCHONG,SELANGOR,380619240,380682496,"Jalan PU 12/1, Taman Puchong Utama, 47100 Puchong, Selangor, Malaysia",2.9840592,101.613786,Taman Puchong Utama,,Selangor,Selangor,Jalan PU 12/1,Puchong,Malaysia,MY,47100,google,
1430,Rendah,PPD PETALING UTAMA,BBA8250,SK SEKSYEN 6 KOTA DAMANSARA,JALAN CECAWI 6/26,47810,PETALING,SELANGOR,361566424,361571325,"Jalan Cecawi 6/26, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",3.1569958,101.5759178,Kota Damansara,,Selangor,Selangor,Jalan Cecawi 6/26,Petaling Jaya,Malaysia,MY,47810,google,
1431,Rendah,PPD PETALING PERDANA,BBA8251,SK USJ 20,JALAN USJ 20/6E UEP,47630,SUBANG JAYA,SELANGOR,380231860,380235542,"Jalan USJ 20/6e, Usj 20, 47630 Subang Jaya, Selangor, Malaysia",3.0278196,101.5867775,Usj 20,,Selangor,Selangor,Jalan USJ 20/6e,Subang Jaya,Malaysia,MY,47630,google,
1432,Rendah,PPD PETALING PERDANA,BBA8252,SK USJ 12,"JALAN USJ 12/1 ,UEP SUBANG JAYA",47630,SUBANG JAYA,SELANGOR,356370081,356370203,"Jalan USJ 12/1, Usj 12, 47630 Subang Jaya, Selangor, Malaysia",3.0393274,101.5741977,Usj 12,,Selangor,Selangor,Jalan USJ 12/1,Subang Jaya,Malaysia,MY,47630,google,
1434,Rendah,PPD PETALING PERDANA,BBA8254,SK PUCHONG UTAMA 2,"JALAN PU9/5,TAMAN PUCHONG UTAMA",47100,PUCHONG,SELANGOR,380608849,380684307,"Jalan PU 9/5, Taman Puchong Utama, 47100 Puchong, Selangor, Malaysia",2.9819689,101.6141649,Taman Puchong Utama,,Selangor,Selangor,Jalan PU 9/5,Puchong,Malaysia,MY,47100,google,
1435,Rendah,PPD PETALING PERDANA,BBA8255,SK SEKSYEN 1 BANDAR KINRARA,"JALAN BK 2/10, BANDAR KINRARA",47100,PUCHONG,SELANGOR,380768176,380768176,"47100, Selangor, Malaysia",2.9851816,101.6271544,,,Selangor,Selangor,,,Malaysia,MY,47100,google,
1436,Rendah,PPD PETALING PERDANA,BBA8256,SK SEKSYEN 13,JALAN BOLA SEPAK 13/11 SEKSYEN 13,40100,SHAH ALAM,SELANGOR,355138272,355138261,"Jalan Bola Sepak 13/11, Seksyen 13, 40100 Shah Alam, Selangor, Malaysia",3.0826834,101.539244,Seksyen 13,,Selangor,Selangor,Jalan Bola Sepak 13/11,Shah Alam,Malaysia,MY,40100,google,
1433,Rendah,PPD PETALING UTAMA,BBA8253,SK BANDAR BARU SRI DAMANSARA 2,"JALAN CEMPAKA SD 12/2,BDR SRI DAMANSARA",52200,KUALA LUMPUR,SELANGOR,362720144,362772539,"Jalan Cempaka SD 12/2, Bandar Sri Damansara, 52200 Kuala Lumpur, Selangor, Malaysia",3.1938876,101.6064139,Bandar Sri Damansara,,Selangor,Selangor,Jalan Cempaka SD 12/2,Kuala Lumpur,Malaysia,MY,52200,google,
1437,Rendah,PPD PETALING PERDANA,BBA8257,SK PUCHONG INDAH,"JALAN INDAH 2/1, PUCHONG INDAH",47100,PUCHONG,SELANGOR,380682745,380685603,"Jalan Indah 2/1, Taman Puchong Indah, 47100 Puchong, Selangor, Malaysia",3.0113933,101.6064352,Taman Puchong Indah,,Selangor,Selangor,Jalan Indah 2/1,Puchong,Malaysia,MY,47100,google,
1438,Rendah,PPD PETALING PERDANA,BBA8258,SK PUSAT BANDAR PUCHONG (1),JALAN WAWASAN 2/23 PUSAT BANDAR PUCHONG,47160,PUCHONG,SELANGOR,358821094,358821094,"27, Jalan Wawasan 2/22, Pusat Bandar Puchong, 47160 Puchong, Selangor, Malaysia",3.028441,101.6253749,Pusat Bandar Puchong,,Selangor,Selangor,Jalan Wawasan 2/22,Puchong,Malaysia,MY,47160,google,27
1439,Rendah,PPD PETALING UTAMA,BBA8259,SK BANDAR SRI DAMANSARA 3,JALAN ARA SD 7/3,52200,KUALA LUMPUR,SELANGOR,362732902,362732902,"Jalan Ara SD 7/3, Bandar Sri Damansara, 52200 Kuala Lumpur, Selangor, Malaysia",3.1857974,101.6174368,Bandar Sri Damansara,,Selangor,Selangor,Jalan Ara SD 7/3,Kuala Lumpur,Malaysia,MY,52200,google,
1440,Rendah,PPD PETALING UTAMA,BBA8260,SK BANDAR UTAMA DAMANSARA (4),"BANDAR UTAMA DAMANSARA (4), DATARAN BANDAR UTAMA",47800,PETALING JAYA,SELANGOR,377289730,377289830,"SMK Bandar Utama Damansara 4, Dataran Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",3.1546371,101.6111779,Bandar Utama,,Selangor,Selangor,Dataran Bandar Utama,Petaling Jaya,Malaysia,MY,47800,google,
1441,Rendah,PPD PETALING PERDANA,BBA8261,SK ALAM MEGAH (3),"NO. 2, JALAN TELOK PANGLIMA GARANG 28/1, SEKSYEN 2",40400,SHAH ALAM,SELANGOR,03-51915090,03-51915087,"2, Jalan Teluk Panglima Garang 28/1, Seksyen 28, 40400 Shah Alam, Selangor, Malaysia",3.00227,101.56738,Seksyen 28,,Selangor,Selangor,Jalan Teluk Panglima Garang 28/1,Shah Alam,Malaysia,MY,40400,google,2
1442,Rendah,PPD PETALING PERDANA,BBA8262,SK SEKSYEN 2 BANDAR KINRARA,JLN BK 3/8 BANDAR KINRARA,47180,PUCHONG,SELANGOR,380769376,380763120,"Jalan BK 3/8, Bandar Kinrara 3, 47180 Puchong, Selangor, Malaysia",3.0512305,101.6366505,Bandar Kinrara 3,,Selangor,Selangor,Jalan BK 3/8,Puchong,Malaysia,MY,47180,google,
