Bil,Peringkat Sekolah,PPD,Kod Sekolah,NamaSekolah,AlamatSurat,PoskodSurat,BandarSurat,Negeri,NoTelefon,NoFax
9605,Rendah,PPD LUNDU,YBE1401,SK BUMIPUTERA,D/A PEJABAT PENDIDIKAN DAERAH KECIL LUNDU,94500,LUNDU,SARAWAK,082735136,082734186
9606,Rendah,PPD LUNDU,YBE1402,SK RAMBUNGAN,D/A PEJABAT PELAJARAN DAERAH LUNDU,94500,LUNDU,SARAWAK,TIADA,TIADA
9607,Rendah,PPD SIBU,YBE3101,SK ABANG ALI,D/A PEJABAT PELAJARAN GABUNGAN SIBU,96000,SIBU,SARAWAK,084332170,084332170
9608,Rendah,PPD SIBU,YBE3102,SK SIBU BANDARAN NO 3,D/A PEJABAT PELAJARAN SIBU,96000,SIBU,SARAWAK,084332512,084332512
9609,Rendah,PPD SIBU,YBE3201,SK SG MENYAN,"D/A PEJABAT PELAJARAN DAERAH, SIBU",96000,SIBU,SARAWAK,TIADA,TIADA
9610,Rendah,PPD SIBU,YBE3203,SK BATU 15,D/A PEJABAT PELAJARAN DAERAH SIBU,96000,SIBU,SARAWAK,084214332,084214332
9611,Rendah,PPD DARO,YBE3205,SK KG SAWAI,D/A PEJABAT PENDIDIKAN DAERAH DARO,96200,DARO,SARAWAK,TIADA,TIADA
9612,Rendah,PPD MUKAH,YBE3401,SK DATUK AWANG UDIN,D/A PEJABAT PELAJARAN DAERAH MUKAH,96400,MUKAH,SARAWAK,084871172,084871172
9613,Rendah,PPD MUKAH,YBE3402,SK KG TELLIAN,D/A PEJABAT PELAJARAN DAERAH MUKAH,96400,MUKAH,SARAWAK,084872007,084872007
9614,Rendah,PPD MUKAH,YBE3403,SK KG JEBUNGAN,D/A PEJABAT PELAJARAN DAERAH MUKAH,96400,MUKAH,SARAWAK,,TIADA
9615,Rendah,PPD MUKAH,YBE3404,SK BUKIT INKERBAI,D/A PEJABAT PENDIDIKAN DAERAH MUKAH.,96400,MUKAH,SARAWAK,0138180790,TIADA
9616,Rendah,PPD MUKAH,YBE3405,SK KAMPUNG TEH,D/A PEJABAT PELAJARAN DAERAH MUKAH,96400,MUKAH,SARAWAK,084875690,TIADA
9617,Rendah,PPD SELANGAU,YBE3408,SK NANGA SELANGAU,D/A PEJABAT PENDIDIKAN DAERAH SELANGAU,96000,SIBU,SARAWAK,084894581,TIADA
9618,Rendah,PPD MUKAH,YBE3409,SK KG SEBERANG,D/A PEJABAT PELAJARAN DAERAH MUKAH,96400,MUKAH,SARAWAK,084872403,084872403
9619,Rendah,PPD MUKAH,YBE3410,SK SG PENIPAH,D/A PEJABAT PELAJARAN DAERAH MUKAH,96400,MUKAH,SARAWAK,,
9620,Rendah,PPD MUKAH,YBE3411,SK PARISH,D/A PEJABAT PELAJARAN DAERAH MUKAH,96400,MUKAH,SARAWAK,086484801,TIADA
9621,Rendah,PPD SELANGAU,YBE3412,SK KUALA LEMAI,D/A PEJABAT PELAJARAN DAERAH SELANGAU,96000,SIBU,SARAWAK,TIADA,TIADA
9622,Rendah,PPD SELANGAU,YBE3413,SK IBAN UNION,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU,",96000,SIBU,SARAWAK,,TIADA
9623,Rendah,PPD SELANGAU,YBE3414,SK ULU SG ARIP,D/A PEJABAT PENDIDIKAN DAERAH SELANGAU,96000,SIBU,SARAWAK,TIADA,TIADA
9624,Rendah,PPD MUKAH,YBE3415,SK SLDB NO. 1,D/A PEJABAT PELAJARAN DAERAH MUKAH,96400,MUKAH,SARAWAK,084894143,TIADA
9625,Rendah,PPD DALAT,YBE3501,SK DATU PENGIRAN MOHAMAD,D/A PEJABAT PELAJARAN DAERAH DALAT,96300,DALAT,SARAWAK,084867225,084867225
9626,Rendah,PPD DALAT,YBE3502,SK KG TANAM,D/A PEJABAT PENDIDIKAN DAERAH  DALAT,96300,DALAT,SARAWAK,084864799,084864799
9627,Rendah,PPD DALAT,YBE3503,SK KG BALAN,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,SARAWAK,084863505,TIADA
9628,Rendah,PPD DALAT,YBE3504,SK SG UD,D/A PEJABAT PELAJARAN DAERAH DALAT,96300,DALAT,SARAWAK,084864384,084864384
9629,Rendah,PPD DALAT,YBE3505,SK SUNGAI KUT TENGAH DALAT,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,SARAWAK,TIADA,TIADA
9630,Rendah,PPD DALAT,YBE3506,SK KG SENAU,D/A PEJABAT PELAJARAN DAERAH DALAT,96300,DALAT,SARAWAK,084867090,TIADA
9631,Rendah,PPD DALAT,YBE3507,SK KG KLID/PLAJAU,D/A PEJABAT PELAJARAN DAERAH DALAT,96300,DALAT,SARAWAK,TIADA,TIADA
9632,Rendah,PPD MIRI,YBE4104,SK SAYED OTHMAN,D/A PEJABAT PENDIDIKAN DAERAH MIRI,98000,MIRI,SARAWAK,085410689,085410689
9633,Rendah,PPD MIRI,YBE4105,SK LUTONG,D/A PEJABAT PELAJARAN DAERAH MIRI,98000,MIRI,SARAWAK,085655033,085655968
9634,Rendah,PPD MIRI,YBE4107,SK LAMBIR VILLAGE,D/A PEJABAT PENDIDIKAN DAERAH MIRI,98000,MIRI,SARAWAK,085612553,085612553
9635,Rendah,PPD BARAM,YBE4301,SK DATO SHARIF HAMID,"D/A PEJABAT PELAJARAN DAERAH KECIL, BARAM.",98050,MARUDI,SARAWAK,085756089,085756089
9636,Rendah,PPD LAWAS,YBE5203,SK PUSAT LAWAS,D/A PEJABAT PELAJARAN DAERAH LAWAS,98850,LAWAS,SARAWAK,085285426,085283293
9637,Rendah,PPD LAWAS,YBE5210,SK LADANG BARU,D/A PEJABAT PELAJARAN DAERAH LAWAS,98850,LAWAS,SARAWAK,085282081,TIADA
9638,Rendah,PPD LAWAS,YBE5212,SK BELIPAT,D/A PEJABAT PELAJARAN DAERAH  LAWAS,98850,LAWAS,SARAWAK,085282922,085282922
9639,Rendah,PPD MARADONG,YBE6301,SK ABANG AMIN,D/A PEJABAT PENDIDIKAN DAERAH MERADONG,96500,BINTANGOR,SARAWAK,084693597,084693597
9640,Rendah,PPD DARO,YBE6401,SK SOK,D/A PEJABAT PELAJARAN DAERAH DARO,96200,DARO,SARAWAK,TIADA,TIADA
9641,Rendah,PPD DARO,YBE6402,SK KUALA MATU,D/A PEJABAT PELAJARAN DAERAH DARO,96200,DARO,SARAWAK,084832937,084832937
9642,Rendah,PPD DARO,YBE6404,SK ULU DARO,D/A PEJABAT PELAJARAN DAERAH DARO,96200,DARO,SARAWAK,TIADA,TIADA
9643,Rendah,PPD DARO,YBE6405,SK KG TEBAANG,D/A PEJABAT PELAJARAN DAERAH DARO,96200,DARO,SARAWAK,084813012,TIADA
9644,Rendah,PPD DARO,YBE6406,SK NANGAR,D/A PEJABAT PELAJARAN DAERAH DARO,96200,DARO,SARAWAK,084821003,084821003
9645,Rendah,PPD DARO,YBE6407,SK KG BRUIT,D/A PEJABAT PENDIDIKAN DAERAH DARO,96200,DARO,SARAWAK,,TIADA
9646,Rendah,PPD DARO,YBE6408,SK O K SELAIR,D/A PEJABAT PELAJARAN DAERAH DARO,96200,DARO,SARAWAK,084832234,084832234
9647,Rendah,PPD SAMARAHAN,YBE8107,SK REBAK,"D/A PPD SAMARAHAN, JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,SARAWAK,082824019,
9648,Rendah,PPD SAMARAHAN,YBE8108,SK ASAJAYA LAUT,"D/A PPD SAMARAHAN, JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,SARAWAK,6082824014,6082824015
9649,Rendah,PPD SAMARAHAN,YBE8109,SK ASAJAYA ULU,"D/A PPD SAMARAHAN, JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,SARAWAK,082828109,082828109
9650,Rendah,PPD SERIAN,YBE8201,SK SERIAN,D/A PEJABAT PELAJARAN DAERAH SERIAN,94700,SERIAN,SARAWAK,082874336,082872161
9651,Rendah,PPD SAMARAHAN,YBE8303,SK HAJI BUJANG RANGAWAN PUTIN,"D/A PPD SAMARAHAN, JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,SARAWAK,082896502,082896502
9652,Rendah,PPD SAMARAHAN,YBE8305,SK JA'IE,"D/A PPD SAMARAHAN, JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,SARAWAK,082821531,082821531
9653,Rendah,PPD SIMUNJAN,YBE8307,SK ABANG MAN,D/A PEJABAT PELAJARAN DAERAH SIMUNJAN,94800,SIMUNJAN,SARAWAK,082803698,082803058
9654,Rendah,PPD SIMUNJAN,YBE8310,SK LUBOK PUNGGOR, PEJABAT PELAJARAN DAERAH SIMUNJAN,94800,SIMUNJAN,SARAWAK,082896788,TIADA
9655,Rendah,PPD SIMUNJAN,YBE8312,SK SAGENG,D/A PEJABAT PELAJARAN DAERAH SIMUNJAN,94800,SIMUNJAN,SARAWAK,082805009,TIADA
9656,Rendah,PPD SAMARAHAN,YBE8313,SK PENDAM,"SK PENDAM, D/A PPD SAMARAHAN, JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,SARAWAK,082821407,082821407
9657,Rendah,PPD TATAU/SEBAUH,YBE9108,SK SG BUKIT BALAI,"D/A, PEJABAT PELAJARAN DAERAH KECIL SEBAUH.",97100,SEBAUH,SARAWAK,086472015,086472014
9658,Rendah,PPD TATAU/SEBAUH,YBE9207,SK TATAU,"KM60, JALAN BINTULU-SIBU",97200,TATAU,SARAWAK,086584389,086584389
9659,Rendah,PPD KUCHING,YBH1202,SK SONG KHENG HAI,"D/A PEJABAT GAB. KCH, JLN DIPLOMATIK OFF JLN BAKO",93050,KUCHING,SARAWAK,082241941,082230467
9660,Rendah,PPD KUCHING,YBH1301,SK KENYALANG,"D/A PEJ.PEL.DAERAH KCH, JLN DIPLOMATIK OFF JLN BAKO",93050,KUCHING,SARAWAK,082480745,082480775
9661,Rendah,PPD SIBU,YBH3101,SK SIBU BANDARAN NO 2,D/A PEJABAT PELAJARAN DAERAH SIBU,96000,SIBU,SARAWAK,084311952,084311952
9662,Rendah,PPD SIBU,YBH3102,SK PERBANDARAN SIBU NO. 4,D/A PEJABAT PELAJARAN GABUNGAN SIBU,96000,SIBU,SARAWAK,6084322606,6084322606
9663,Rendah,PPD KUCHING,YCA1201,SK RAKYAT,"D/A PEJ.PEL.DAERAH.KCH,JLN.DIPLOMATIK OFF JLN BAKO",93050,KUCHING,SARAWAK,082244732,082415214
9664,Rendah,PPD KUCHING,YCA1301,SK RAKYAT TUPONG,"D/A PEJ. PENDIDIKAN.KCH, JLN DIPLOMATIK OFF JLN BAKO",93050,KUCHING,SARAWAK,082250263,082420528
9665,Rendah,PPD KUCHING,YCA1303,SK MADRASAH DATUK HJ. ABDUL KADIR HASAN,JALAN SULTAN TENGAH,93050,KUCHING,SARAWAK,6082443660,082441606
9666,Rendah,PPD SRI AMAN,YCA2101,SK AGAMA SRI AMAN,"D/A PEJABAT PELAJARAN DAERAH, SRI AMAN",95007,SRI AMAN,SARAWAK,083327852,083327852
9667,Rendah,PPD SIBU,YCA3101,SK AGAMA SIBU,JALAN TEKU OFF JALAN DISA,96000,SIBU,SARAWAK,084324232,084312232
9668,Rendah,PPD MIRI,YCA4101,SK AGAMA,D/A PEJABAT PPENDIDIKAN DAERAH MIRI,98000,MIRI,SARAWAK,085423930,085428827
9669,Rendah,PPD LAWAS,YCA5201,SK AGAMA (MIS) LAWAS,D/A PEJABAT PELAJARAN DAERAH  LAWAS,98850,LAWAS,SARAWAK,085284546,085284681
9670,Rendah,PPD SARIKEI,YCA6101,SK AGAMA SARIKEI,D/A PEJABAT PELAJARAN DAERAH SARIKEI,96100,SARIKEI,SARAWAK,084655920,084651710
9671,Rendah,PPD SAMARAHAN,YCA8101,SK(A) IBNU KHALDUN,"D/A PPD SAMARAHAN,JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,SARAWAK,082895537,082895905
9672,Rendah,PPD BINTULU,YCA9101,"SK AGAMA (M.I.S), BINTULU",D/A PEJABAT PELAJARAN DAERAH BINTULU,97000,BINTULU,SARAWAK,086254754,086255010
9673,Rendah,PPD BAU,YCB1101,SK ST PATRICK (M),D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,SARAWAK,TIADA,TIADA
9674,Rendah,PPD BAU,YCB1102,SK ST TERESA (M),D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,SARAWAK,TIADA,TIADA
9675,Rendah,PPD BAU,YCB1103,SK ST STEPHEN ( M ),D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,SARAWAK,082763050,082763050
9676,Rendah,PPD BAU,YCB1105,SK ST JOHN (M),D/A PEJABAT PELAJARAN DAERAH BAU,94000,BAU,SARAWAK,TIADA,TIADA
9677,Rendah,PPD KUCHING,YCB1201,SK ST THOMAS (M),"D/A PEJ.PEL.GAB.KCH,DIPLOMATIK,OFF JLN BAKO",93050,KUCHING,SARAWAK,082243457,082243457
9678,Rendah,PPD KUCHING,YCB1202,SK ST MARY (M),"D/A PEJABAT PENDIDIKAN KUCHING, OFF JLN DIPLOMATIK",93050,KUCHING,SARAWAK,082240085,082420146
9679,Rendah,PPD KUCHING,YCB1203,SK ST JOSEPH (M),D/A PEJ PEL GAB KCH JLN DIPLOMATIK OFF JLN BAKO,93050,KUCHING,SARAWAK,082244767,082253715
9680,Rendah,PPD KUCHING,YCB1204,SK ST TERESA (M),JALAN TUN ABANG HAJI OPENG,93000,KUCHING,SARAWAK,082245528,082-415875
9681,Rendah,PPD KUCHING,YCB1205,"SK ST THERESA, PADUNGAN",D/A PEJ. PEL. GAB.KCH.JLN DIPLOMATIK OFF JLN BAKO,93050,KUCHING,SARAWAK,082244027,082232475
9682,Rendah,PPD KUCHING,YCB1206,SK CATHOLIC ENGLISH (M),"D/A PPG KUCHING, JLN DIPLOMATIK,OFF JLN BAKO",93050,KUCHING,SARAWAK,082240464,082232205
9683,Rendah,PPD KUCHING,YCB1207,SK ST ANDREW (M),"D/A.PEJ.PEL.GAB.KCH,JLN.DIPLOMATIK,OFF JLN.BAKO",93050,KUCHING,SARAWAK,082481760,082330482
9684,Rendah,PPD PADAWAN,YCB1301,SK EMPEROH JAMBU,"D/A PPDK PADAWAN, LORONG 17, OFF JALAN KAPOR",93150,KUCHING,SARAWAK,01129983517,TIADA
9685,Rendah,PPD PADAWAN,YCB1302,"SK ST FRANCIS XAVIER, SERATAU","KPG SERATAU, KM 24, JLN. KUCHING/SERIAN",93250,KUCHING,SARAWAK,082370304,
9686,Rendah,PPD PADAWAN,YCB1303,SK ST ELIZABETH,"D/A PPD PADAWAN.LORONG 17,OFF JALAN KAPOR.",93150,KUCHING,SARAWAK,082863239,082863239
9687,Rendah,PPD PADAWAN,YCB1304,SK ST PETER,"D/A PPD PADAWAN, LORONG 17, OFF JALAN KAPOR,",93150,KUCHING,SARAWAK,082867628,082867628
9688,Rendah,PPD PADAWAN,YCB1305,SK SACRED HEART,"D/A PPDK PADAWAN, LRG. 17, OFF JLN.  KAPOR",93150,KUCHING,SARAWAK,0138018569,TIADA
9689,Rendah,PPD PADAWAN,YCB1306,SK PANGKALAN KUUD,"D/A PEJABAT PELAJARAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG H",93150,KUCHING,SARAWAK,0198593893,TIADA
9690,Rendah,PPD PADAWAN,YCB1307,SK SUBANG,"D/A PPD PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR,",93150,KUCHING,SARAWAK,0165898632,TIADA
9691,Rendah,PPD PADAWAN,YCB1308,SK SIRA/KRIAN,"D/A PPD PADAWAN, LORONG 17, OFF JALAN KAPOR",93150,KUCHING,SARAWAK,0194691115,TIADA
9692,Rendah,PPD PADAWAN,YCB1309,SK PESANG BEGU,"D/A PPD PADAWAN, LORONG 17, OFF JALAN KAPOR",93150,KUCHING,SARAWAK,0138242087,TIADA
9693,Rendah,PPD PADAWAN,YCB1311,SK KG GAYU,"D/A PPD PADAWAN, LORONG 17, OFF JALAN KAPOR,SG MAONG HILIR",93150,KUCHING,SARAWAK,60138476860,TIADA
9694,Rendah,PPD PADAWAN,YCB1312,SK ST ALBAN (M),"D/A PPD PADAWAN,LORONG 17,OFF JALAN KAPOR.",93150,KUCHING,SARAWAK,082617917,082617917
9695,Rendah,PPD PADAWAN,YCB1317,SK ST PHILIP,"D/A PPD PADAWAN, LORONG 17, OFF JALAN KAPOR, SG MA",93150,KUCHING,SARAWAK,0138216327,TIADA
9696,Rendah,PPD PADAWAN,YCB1318,SK ST AUGUSTINE,"D/A PPD PADAWAN,LORONG 17,OFF JALAN KAPOR.",93150,KUCHING,SARAWAK,0178089815,TIADA
9697,Rendah,PPD PADAWAN,YCB1319,SK GEORGE,"D/A PPDK PADAWAN, LORONG 17, OFF JALAN KAPOR",93150,KUCHING,SARAWAK,0146866194,TIADA
9698,Rendah,PPD PADAWAN,YCB1320,SK ST MATTHEW,"D/A PPD PADAWAN, LORONG 17, OFF JALAN KAPOR",93150,KUCHING,SARAWAK,082895329,TIADA
9699,Rendah,PPD PADAWAN,YCB1321,SK ST JAMES QUOP,"D/A PPD PADAWAN, LORONG 17, OFF JALAN KAPOR, SG MA",93150,KUCHING,SARAWAK,082616315,082616315
9700,Rendah,PPD PADAWAN,YCB1322,"SK ST ALBAN ,DURAS","D/A PPDK PADAWAN, LORONG 17, OFF JALAN KAPOR",93150,KUCHING,SARAWAK,082895207,
9701,Rendah,PPD PADAWAN,YCB1324,SK ST PATRICK,"D/A PPDK PADAWAN, LORONG 17, OFF JALAN KAPOR",93150,KUCHING,SARAWAK,0138215502,TIADA
9702,Rendah,PPD PADAWAN,YCB1325,SK ST PAUL,"D/A PPD PADAWAN, LORONG 17, OFF JALAN KAPOR",93150,KUCHING,SARAWAK,0148966855,TIADA
9703,Rendah,PPD PADAWAN,YCB1327,SK ST JAMES RAYANG,"D/A PPDK PADAWAN, LORONG 17, OFF JALAN KAPOR",93150,KUCHING,SARAWAK,082862109,TIADA
9704,Rendah,PPD PADAWAN,YCB1328,SK ST DUNSTAN,"D/A PPD PADAWAN, LRG 17, OFF JLN KAPOR, SG MAONG HILIR",93150,KUCHING,SARAWAK,0138033516,0
9705,Rendah,PPD PADAWAN,YCB1329,SK ST GREGORY (M),"D/A PPD PADAWAN, LORONG 17, OFF JALAN KAPOR, SG. MAONG",93150,KUCHING,SARAWAK,0128943595,TIADA
9706,Rendah,PPD PADAWAN,YCB1330,SK ST DAVID,"D/A PPDK PADAWAN, LRG 17, OFF JALAN KAPOR",93510,KUCHING,SARAWAK,082613045,082613045
9707,Rendah,PPD PADAWAN,YCB1331,SK ST BERNARD,"D/A PPDK PADAWAN, LORONG 17, OFF JALAN KAPOR",93150,KUCHING,SARAWAK,0198263360,TIADA
9708,Rendah,PPD PADAWAN,YCB1332,"SK ST EDWARD,BELIMBING","D/A PPD PADAWAN,LORONG 17,OFF JALAN KAPOR, SUNGAI ",93150,KUCHING,SARAWAK,0145884669,TIADA
9709,Rendah,PPD PADAWAN,YCB1333,SK ST GILE,"D/A PPD PADAWAN, LORONG 17, OFF JALAN KAPOR, SG. M",93150,KUCHING,SARAWAK,0138374184,TIADA
9710,Rendah,PPD PADAWAN,YCB1334,SK ST SWITHUN,"D/A PPD PADAWAN,LORONG 17 ,OFF JALAN KAPOR.",93150,KUCHING,SARAWAK,0198747363,TIADA
9711,Rendah,PPD PADAWAN,YCB1335,SK GARLAND,"D/A PPD PADAWAN, LORONG 17 OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,SARAWAK,082685244,082688657
9712,Rendah,PPD LUNDU,YCB1401,SK HOLY NAME,D/A PEJABAT PENDIDIKAN DAERAH  LUNDU,94500,LUNDU,SARAWAK,TIADA,TIADA
9713,Rendah,PPD SRI AMAN,YCB2101,SK ST MARTIN (M),"D/A PEJABAT PELAJARAN DAERAH, DAERAH SRI AMAN",95007,SRI AMAN,SARAWAK,TIADA,TIADA
9714,Rendah,PPD SRI AMAN,YCB2102,SK ST LAWRENCE (M),"D/A PEJABAT PELAJARAN DAERAH,BAHAGIAN SRI AMAN",95000,SRI AMAN,SARAWAK,083323395,TIADA
9715,Rendah,PPD SRI AMAN,YCB2103,SK ST PAUL (M),"D/A PEJABAT PELAJARAN DAERAH, BAHAGIAN SRI AMAN",95007,SRI AMAN,SARAWAK,TIADA,TIADA
9716,Rendah,PPD SRI AMAN,YCB2105,SK ST DUNSTAN (M),D/A PEJABAT PELAJARAN DAERAH SRI AMAN,95007,SRI AMAN,SARAWAK,TIADA,TIADA
9717,Rendah,PPD SRI AMAN,YCB2106,SK ST LEO GAYAU (M),"D/A PEJABAT PELAJARAN DAERAH, BAHAGIAN SRI AMAN",95007,SRI AMAN,SARAWAK,0132860013,TIADA
9718,Rendah,PPD SARATOK,YCB2201,SK ST PETER SARATOK  (M),D/A PEJABAT PELAJARAN DAERAH SARATOK,95400,SARATOK,SARAWAK,083436189,083436189
9719,Rendah,PPD SARATOK,YCB2202,SK ST PAUL ROBAN (M),"D/A PEJABAT PELAJARAN DAERAH KECIL, SARATOK",95300,SARATOK,SARAWAK,083427255,083427255
9720,Rendah,PPD SARATOK,YCB2203,SK ST MICHAEL PLASSU (M),"D/A PEJABAT PELAJARAN DAERAH KECIL, SARATOK",95400,SARATOK,SARAWAK,TIADA,TIADA
9721,Rendah,PPD BETONG,YCB2402,SK ST. CHRISTOPHER DEBAK (M),D/A PEJABAT PELAJARAN DAERAH BETONG,95700,BETONG,SARAWAK,083464190,083464190
9722,Rendah,PPD BETONG,YCB2403,SK ST.  PETER & ST.  PAUL,D/A PEJABAT PELAJARAN DAERAH BETONG.,95700,BETONG,SARAWAK,TIADA,TIADA
9723,Rendah,PPD BETONG,YCB2405,SK ST. BARTHOLOMEW (M),D/A PEJABAT PELAJARAN DAERAH BETONG,95700,BETONG,SARAWAK,TIADA,TIADA
9724,Rendah,PPD BETONG,YCB2407,SK ST. BARNABAS,D/A PEJABAT PELAJARAN DAERAH BETONG,95700,BETONG,SARAWAK,TIADA,TIADA
9725,Rendah,PPD BETONG,YCB2408,SK ST. JOHN,D/A PEJABAT PELAJARAN DAERAH BETONG,95700,BETONG,SARAWAK,TIADA,TIADA
9726,Rendah,PPD BETONG,YCB2409,SK ST. AUGUSTINE (M),D/A PEJABAT PELAJARAN DAERAH BETONG.,95700,BETONG,SARAWAK,083472257,083471885
9727,Rendah,PPD BETONG,YCB2410,SK ST. MARK,PEJABAT PELAJARAN DAERAH BETONG,95700,BETONG,SARAWAK,TIADA,TIADA
9728,Rendah,PPD SIBU,YCB3101,SK ST RITA (M),D/A PEJABAT PELAJARAN DAERAH SIBU,96000,SIBU,SARAWAK,084321494,084321494
9729,Rendah,PPD SIBU,YCB3102,SK SACRED HEART (M),D/A PEJABAT PELAJARAN DAERAH SIBU,96000,SIBU,SARAWAK,084321493,084321493
9730,Rendah,PPD SIBU,YCB3103,SK ST. MARY,D/A PEJABAT PENDIDIKAN DAERAH SIBU,96000,SIBU,SARAWAK,084337611,084337611
9731,Rendah,PPD SIBU,YCB3105,SK HUA HIN ENGLISH,D/A PEJABAT PELAJARAN DAERAH SIBU,96000,SIBU,SARAWAK,084333763,084333763
9732,Rendah,PPD KANOWIT,YCB3301,SK ST FRANCIS XAVIER (M),D/A PEJABAT PELAJARAN DAERAH KECIL KANOWIT,96700,KANOWIT,SARAWAK,084752204,084752204
9733,Rendah,PPD MUKAH,YCB3401,SK ST. PATRICK,D/A PEJABAT PELAJARAN DAERAH MUKAH,96400,MUKAH,SARAWAK,084871936,084872937
9734,Rendah,PPD SELANGAU,YCB3501,SK ST MATTHEW SEKUAU (M),"D/A PEJABAT PENDIDIKAN DAEDAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP SELANGAU,",96000,SIBU,SARAWAK,TIADA,TIADA
9735,Rendah,PPD DALAT,YCB3502,SK ST LUKE NG BAOH (M),D/A PEJABAT PELAJARAN DAERAH DALAT,96300,DALAT,SARAWAK,0198293346,TIADA
9736,Rendah,PPD SELANGAU,YCB3503,SK ST MARK (M),D/A PEJABAT PENDIDIKAN DAERAH SELANGAU,96000,SIBU,SARAWAK,TIADA,TIADA
9737,Rendah,PPD DALAT,YCB3504,SK ST. JUDE (M),D/A PEJABAT PELAJARAN DAERAH DALAT,96300,DALAT,SARAWAK,084862314,TIADA
9738,Rendah,PPD DALAT,YCB3505,SK ST BERNARD (M),"D/A PEJABAT PELAJARAN DAERAH,DALAT",96300,DALAT,SARAWAK,084-864450,TIADA
9739,Rendah,PPD DALAT,YCB3506,SK ST JOHN KG MEDONG (M),D/A PEJABAT PELAJARAN DAERAH DALAT,96300,DALAT,SARAWAK,084879189,TIADA
9740,Rendah,PPD DALAT,YCB3507,SK ST KEVIN SG KUT (M),"D/A PEJABAT PENDIDIKAN DAERAH, DALAT",96300,DALAT,SARAWAK,084879231,TIADA
9741,Rendah,PPD MIRI,YCB4101,SK ST JOSEPH,D/A PEJABAT PELAJARAN GABUNGAN MIRI,98000,MIRI,SARAWAK,085432414,085432414
9742,Rendah,PPD MIRI,YCB4102,SK ST COLUMBA,D/A PEJABAT PELAJARAN DAERAH MIRI,98000,MIRI,SARAWAK,085410566,085410566
9743,Rendah,PPD BARAM,YCB4302,SK ST PIUS LONG SAN,D/A PEJABAT PENDIDIKAN DAERAH BARAM.,98050,MARUDI,SARAWAK,0128509740,TIADA
9744,Rendah,PPD BARAM,YCB4303,SK GOOD SHEPHERD,D/A PEJABAT PELAJARAN DAERAH KECIL BARAM.,98050,MARUDI,SARAWAK,085755735,085755735
9745,Rendah,PPD LIMBANG,YCB5101,SK ST EDMUND (M),"SK ST. EDMUND,  Peti Surat No.189",98700,LIMBANG,SARAWAK,+6085211471,085211471
9746,Rendah,PPD LIMBANG,YCB5102,SK R C KUBONG,"D/A PPD LIMBANG,TINGKAT 1 WISMA PERSEKUTUAN, JALAN",98707,LIMBANG,SARAWAK,TIADA,TIADA
9747,Rendah,PPD SARIKEI,YCB6101,SK ST ANNE,D/A PEJABAT PELAJARAN DAERAH SARIKEI,96100,SARIKEI,SARAWAK,084651135,084651135
9748,Rendah,PPD JULAU,YCB6201,SK ST ALPHONSUS (M),D/A PEJABAT PELAJARAN DAERAH JULAU,96600,JULAU,SARAWAK,084734457,084734457
9749,Rendah,PPD MARADONG,YCB6301,SK ST AUGUSTINE (M),PEJABAT PELAJARAN  DAERAH MERADONG,96500,BINTANGOR,SARAWAK,084693512,084693512
9750,Rendah,PPD KAPIT,YCB7101,SK METHODIST,D/A PEJABAT PELAJARAN DAERAH KAPIT,96807,KAPIT,SARAWAK,084796350,084796350
9751,Rendah,PPD KAPIT,YCB7102,SK NG TIAU,D/A PEJABAT PELAJARAN GABUNGAN KAPIT,96800,KAPIT,SARAWAK,TIADA,TIADA
9752,Rendah,PPD KAPIT,YCB7103,SK NG MELUAN,D/A PEJABAT PELAJARAN DAERAH KAPIT,96800,KAPIT,SARAWAK,TIADA,TIADA
9753,Rendah,PPD KAPIT,YCB7104,SK NANGA ENTULOH,D/A PEJABAT PELAJARAN GABUNGAN KAPIT,96800,KAPIT,SARAWAK,TIADA,TIADA
9754,Rendah,PPD KAPIT,YCB7105,SK SG AMANG,D/A PEJABAT PELAJARAN DAERAH KAPIT,96800,KAPIT,SARAWAK,084798318,084798862
9755,Rendah,PPD KAPIT,YCB7106,SK NG MUJONG,"SK NG. MUJONG, D/A PPD KAPIT, SARAWAK.",96800,KAPIT,SARAWAK,01119336685,
9756,Rendah,PPD KAPIT,YCB7107,SK SG MENUAN,D/A PEJABAT PELAJARAN DAERAH KAPIT,96800,KAPIT,SARAWAK,,
